id_number,org_size_1_99,org_size_100_499,org_size_500_999,org_size_1000_4999,org_size_greaterthan_5000,Has_Website,Number_of_Vehicles__c,Segment_E,SegmentE3,SegmentA1,SegmentA2,US_Country,CA_Country,Industry,billingstatecode,total_actions,first_action_date,last_action_date,click_count,reply_count,email_interaction_length_days,action_count_lag_1,action_count_lag_2,action_count_lag_5,action_count_lag_7,action_count_rolling_avg_7,rolling_std_7,rolling_median_7,weekly_interaction_rate,cumulative_action_count,cumulative_click_count,cumulative_reply_count,days_since_last_action,avg_time_between_interactions,D&B_Score,target_met
34,1,0,0,0,0,1,6.0,0,0,0,0,1,0,TransportationWarehousing,TN,1,2020-09-29 19:53:10+00:00,2020-09-29 19:53:10+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,1
58,1,0,0,0,0,0,12.0,0,0,1,0,0,1,TransportationWarehousing,MB,3,2021-04-22 17:18:23+00:00,2021-07-09 17:48:12+00:00,0,3,78,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,42.67176437269895,38.5,HIGH,1
60,1,0,0,0,0,0,12.0,0,0,0,0,1,0,TransportationWarehousing,TX,5,2020-07-31 21:04:20+00:00,2023-03-16 21:18:11+00:00,1,4,958,0.8,0.6,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.8,2.2,201.20305862361937,238.75,HIGH,1
62,1,0,0,0,0,1,13.0,0,0,0,0,1,0,TransportationWarehousing,FL,1,2022-05-04 12:00:15+00:00,2022-05-04 12:00:15+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,1
66,1,0,0,0,0,0,14.0,0,0,1,0,1,0,TransportationWarehousing,CA,5,2022-10-19 16:26:49+00:00,2023-11-02 17:48:47+00:00,2,3,379,0.8,0.6,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.8,2.2,85.60305862361938,94.25,HIGH,1
69,1,0,0,0,0,1,15.0,0,0,0,0,1,0,TransportationWarehousing,CA,4,2022-04-04 18:00:46+00:00,2022-12-01 18:42:46+00:00,1,3,241,0.75,0.5,0.0,0.0,1.0,0.0,1.0,1.0,2.5,0.5,2.0,72.75382327952421,80.0,HIGH,1
71,1,0,0,0,0,1,15.0,0,0,1,0,1,0,TransportationWarehousing,ID,1,2021-02-11 20:41:48+00:00,2021-02-11 20:41:48+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,1
73,1,0,0,0,0,0,16.0,0,0,0,0,1,0,TransportationWarehousing,LA,3,2020-05-15 14:25:16+00:00,2021-12-16 21:35:00+00:00,3,0,580,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,210.0050977060323,289.5,HIGH,1
81,1,0,0,0,0,0,20.0,0,0,0,0,1,0,TransportationWarehousing,FL,1,2021-03-19 21:15:21+00:00,2021-03-19 21:15:21+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,1
82,1,0,0,0,0,0,20.0,0,0,1,0,1,0,TransportationWarehousing,NE,3,2023-09-13 13:04:45+00:00,2023-11-16 19:08:58+00:00,3,0,64,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,38.33843103936562,32.0,HIGH,1
88,1,0,0,0,0,1,20.0,0,0,0,0,1,0,TransportationWarehousing,ME,4,2021-10-04 14:05:45+00:00,2023-12-19 21:23:53+00:00,1,3,806,0.75,0.5,0.0,0.0,1.0,0.0,1.0,1.0,2.5,0.5,2.0,214.25382327952423,268.6666666666667,HIGH,1
91,0,0,0,0,0,1,22.0,0,0,1,0,1,0,TransportationWarehousing,RI,9,2022-01-07 15:55:17+00:00,2024-02-15 18:37:30+00:00,1,8,769,0.8888888888888888,0.7777777777777778,0.4444444444444444,0.2222222222222222,1.0,0.0,1.0,1.0,5.0,0.1111111111111111,4.888888888888889,90.89058812423299,95.875,HIGH,1
103,0,0,0,0,0,1,31.0,0,0,0,1,0,1,TransportationWarehousing,BC,6,2021-09-09 16:30:13+00:00,2023-08-11 16:26:32+00:00,1,5,700,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,1.0,0.0,1.0,1.0,3.5,0.3333333333333333,3.1666666666666665,125.00254885301615,139.8,HIGH,1
114,1,0,0,0,0,1,40.0,0,0,0,1,1,0,TransportationWarehousing,WV,52,2020-05-18 16:49:51+00:00,2024-01-12 16:10:10+00:00,9,43,1333,0.9807692307692307,0.9615384615384616,0.9038461538461539,0.8653846153846154,1.0,0.0,1.0,1.0,26.5,4.211538461538462,22.28846153846154,26.327217175348018,25.84313725490196,HIGH,1
118,1,0,0,0,0,0,50.0,0,0,0,1,1,0,TransportationWarehousing,HI,20,2020-09-15 16:01:57+00:00,2021-10-05 19:58:15+00:00,7,13,385,0.95,0.9,0.75,0.65,1.0,0.0,1.0,1.0,10.5,3.85,6.65,21.350764655904843,19.789473684210527,HIGH,1
121,1,0,0,0,0,1,50.0,0,0,0,1,1,0,TransportationWarehousing,CO,1,2023-10-05 17:05:38+00:00,2023-10-05 17:05:38+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,1
122,1,0,0,0,0,1,50.0,0,0,0,1,1,0,TransportationWarehousing,FL,21,2020-05-05 18:13:09+00:00,2023-08-21 20:11:49+00:00,4,17,1203,0.9523809523809523,0.9047619047619048,0.7619047619047619,0.6666666666666666,1.0,0.0,1.0,1.0,11.0,2.3333333333333335,8.666666666666666,59.38168062467128,59.8,HIGH,1
123,1,0,0,0,0,1,50.0,1,0,0,0,1,0,TransportationWarehousing,MN,2,2022-05-23 13:14:03+00:00,2022-09-19 14:49:47+00:00,0,2,119,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,0.0,1.5,85.00764655904842,119.0,HIGH,1
124,1,0,0,0,0,1,50.0,0,0,0,1,1,0,TransportationWarehousing,OH,3,2020-09-24 17:52:32+00:00,2022-05-20 14:32:00+00:00,0,3,602,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,217.67176437269896,301.0,HIGH,1
136,0,0,0,0,1,1,200.0,0,1,0,0,1,0,TransportationWarehousing,Arizona,1,2023-03-15 17:26:36+00:00,2023-03-15 17:26:36+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,1
157,0,0,0,0,0,1,85.0,0,1,0,0,1,0,TransportationWarehousing,WA,4,2020-07-01 03:13:14+00:00,2022-08-10 19:30:39+00:00,0,4,770,0.75,0.5,0.0,0.0,1.0,0.0,1.0,1.0,2.5,0.0,2.5,205.00382327952423,256.3333333333333,HIGH,1
163,1,0,0,0,0,0,35.0,0,0,0,1,1,0,TransportationWarehousing,WA,7,2023-10-27 17:14:36+00:00,2023-12-20 17:55:19+00:00,0,7,54,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,1.0,0.0,1.0,1.0,4.0,0.0,4.0,14.430756159728121,8.333333333333334,HIGH,1
166,1,0,0,0,0,1,43.0,0,0,0,1,1,0,TransportationWarehousing,GA,4,2023-04-18 13:40:47+00:00,2023-06-12 19:54:31+00:00,0,4,55,0.75,0.5,0.0,0.0,1.0,0.0,1.0,1.0,2.5,0.0,2.5,26.503823279524212,18.333333333333332,HIGH,1
169,1,0,0,0,0,1,51.0,0,0,0,1,1,0,TransportationWarehousing,OH,1,2020-12-15 15:30:35+00:00,2020-12-15 15:30:35+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,1
175,1,0,0,0,0,0,66.0,0,0,0,1,1,0,TransportationWarehousing,LA,1,2020-12-10 23:35:56+00:00,2020-12-10 23:35:56+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,1
179,0,0,0,0,0,1,140.0,0,1,0,0,1,0,TransportationWarehousing,CO,12,2020-06-16 17:27:14+00:00,2021-07-09 20:37:02+00:00,1,11,388,0.9166666666666666,0.8333333333333334,0.5833333333333334,0.4166666666666667,1.0,0.0,1.0,1.0,6.5,0.6666666666666666,5.833333333333333,36.25127442650807,34.90909090909091,HIGH,1
181,1,0,0,0,0,1,181.0,0,1,0,0,1,0,TransportationWarehousing,IL,8,2020-08-10 14:01:22+00:00,2022-01-24 15:13:04+00:00,1,7,532,0.875,0.75,0.375,0.125,1.0,0.0,1.0,1.0,4.5,1.0,3.5,72.62691163976211,75.71428571428571,HIGH,1
185,1,0,0,0,0,1,460.0,0,1,0,0,1,0,TransportationWarehousing,MN,11,2020-12-08 19:50:38+00:00,2023-11-13 21:55:03+00:00,2,9,1070,0.9090909090909091,0.8181818181818182,0.5454545454545454,0.36363636363636365,1.0,0.0,1.0,1.0,6.0,0.6363636363636364,5.363636363636363,101.5468448289179,106.6,HIGH,1
193,1,0,0,0,0,0,3.0,0,0,0,0,1,0,TransportationWarehousing,LA,3,2021-11-29 21:12:13+00:00,2023-03-10 17:55:20+00:00,2,1,465,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.6666666666666667,0.3333333333333333,172.0050977060323,232.5,HIGH,1
197,1,0,0,0,0,0,4.0,0,0,1,0,1,0,TransportationWarehousing,CA,15,2022-01-05 20:48:03+00:00,2023-06-15 17:42:41+00:00,4,11,525,0.9333333333333333,0.8666666666666667,0.6666666666666666,0.5333333333333333,1.0,0.0,1.0,1.0,8.0,3.4,4.6,38.20101954120646,37.285714285714285,HIGH,1
202,1,0,0,0,0,1,7.0,0,0,1,0,1,0,TransportationWarehousing,IL,22,2021-05-03 20:34:37+00:00,2023-03-08 16:40:23+00:00,6,16,673,0.9545454545454546,0.9090909090909091,0.7727272727272727,0.6818181818181818,1.0,0.0,1.0,1.0,11.5,3.409090909090909,8.090909090909092,32.54614968718622,31.666666666666668,HIGH,1
203,1,0,0,0,0,0,7.0,0,0,1,0,0,1,TransportationWarehousing,ON,10,2021-05-18 13:26:17+00:00,2022-11-09 14:16:05+00:00,5,5,540,0.9,0.8,0.5,0.3,1.0,0.0,1.0,1.0,5.5,2.7,2.8,58.70152931180969,59.55555555555556,HIGH,1
210,1,0,0,0,0,0,10.0,0,0,0,0,1,0,TransportationWarehousing,OK,2,2022-03-18 12:31:12+00:00,2022-03-22 12:31:46+00:00,0,2,4,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,0.0,1.5,27.50764655904843,4.0,HIGH,1
211,1,0,0,0,0,1,10.0,0,0,0,0,1,0,TransportationWarehousing,NY,2,2021-04-09 13:58:19+00:00,2021-10-13 14:59:25+00:00,2,0,187,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,1.5,0.0,119.00764655904842,187.0,HIGH,1
220,1,0,0,0,0,0,11.0,0,0,1,0,1,0,TransportationWarehousing,FL,2,2021-08-16 19:17:22+00:00,2023-08-09 11:29:30+00:00,1,1,722,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,1.0,0.5,386.50764655904845,722.0,HIGH,1
223,1,0,0,0,0,0,11.0,0,0,1,0,1,0,TransportationWarehousing,OK,11,2022-04-20 20:10:01+00:00,2024-02-28 22:30:54+00:00,2,9,679,0.9090909090909091,0.8181818181818182,0.5454545454545454,0.36363636363636365,1.0,0.0,1.0,1.0,6.0,1.6363636363636365,4.363636363636363,66.00139028346335,67.5,HIGH,1
229,1,0,0,0,0,0,12.0,0,0,1,0,1,0,TransportationWarehousing,CA,6,2023-01-05 14:26:41+00:00,2023-06-25 20:44:59+00:00,5,1,171,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,1.0,0.0,1.0,1.0,3.5,3.1666666666666665,0.3333333333333333,36.66921551968281,33.8,HIGH,1
230,1,0,0,0,0,0,12.0,0,0,1,0,1,0,TransportationWarehousing,CA,3,2020-09-10 19:19:18+00:00,2023-09-14 21:05:48+00:00,2,1,1099,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.3333333333333333,0.6666666666666666,383.3384310393656,549.5,HIGH,1
232,1,0,0,0,0,0,13.0,0,0,1,0,0,1,TransportationWarehousing,AB,6,2022-04-15 22:05:20+00:00,2022-04-26 21:22:11+00:00,4,2,10,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,1.0,0.0,1.0,1.0,3.5,2.0,1.5,10.16921551968281,2.0,HIGH,1
240,1,0,0,0,0,0,15.0,0,0,1,0,1,0,TransportationWarehousing,CA,20,2021-08-06 19:51:23+00:00,2023-09-20 20:30:45+00:00,4,16,775,0.95,0.9,0.75,0.65,1.0,0.0,1.0,1.0,10.5,2.75,7.75,40.900764655904844,40.36842105263158,HIGH,1
242,1,0,0,0,0,1,15.0,0,0,1,0,0,1,TransportationWarehousing,ON,7,2022-04-20 12:53:22+00:00,2023-03-20 17:56:27+00:00,1,6,334,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,1.0,0.0,1.0,1.0,4.0,0.5714285714285714,3.4285714285714284,54.716470445442404,55.333333333333336,HIGH,1
245,1,0,0,0,0,0,16.0,0,0,1,0,0,1,TransportationWarehousing,ON,37,2022-10-21 18:55:18+00:00,2024-02-02 15:13:23+00:00,11,26,468,0.972972972972973,0.9459459459459459,0.8648648648648649,0.8108108108108109,1.0,0.0,1.0,1.0,19.0,5.891891891891892,13.108108108108109,13.676089003191807,12.63888888888889,HIGH,1
249,1,0,0,0,0,0,16.0,0,0,1,0,0,1,TransportationWarehousing,AB,8,2021-09-30 18:04:20+00:00,2023-12-13 13:52:09+00:00,3,5,803,0.875,0.75,0.375,0.125,1.0,0.0,1.0,1.0,4.5,2.375,2.125,106.62691163976211,114.57142857142857,HIGH,1
251,1,0,0,0,0,0,17.0,0,0,1,0,1,0,TransportationWarehousing,NC,13,2023-03-29 19:33:12+00:00,2023-07-15 13:22:29+00:00,3,10,107,0.9230769230769231,0.8461538461538461,0.6153846153846154,0.46153846153846156,1.0,0.0,1.0,1.0,7.0,1.2307692307692308,5.769230769230769,11.847330239853603,8.583333333333334,HIGH,1
254,1,0,0,0,0,0,18.0,0,0,1,0,1,0,TransportationWarehousing,CA,13,2022-06-16 17:30:30+00:00,2024-01-11 23:31:15+00:00,5,8,574,0.9230769230769231,0.8461538461538461,0.6153846153846154,0.46153846153846156,1.0,0.0,1.0,1.0,7.0,3.0,4.0,47.77040716293053,47.5,HIGH,1
259,1,0,0,0,0,1,20.0,0,0,0,1,1,0,TransportationWarehousing,MA,45,2020-05-22 15:29:44+00:00,2022-09-13 15:23:14+00:00,5,40,843,0.9777777777777777,0.9555555555555556,0.8888888888888888,0.8444444444444444,1.0,0.0,1.0,1.0,23.0,3.3777777777777778,19.622222222222224,19.48922873595771,18.772727272727273,HIGH,1
267,1,0,0,0,0,0,32.0,0,0,1,0,1,0,TransportationWarehousing,IN,32,2022-05-19 19:25:44+00:00,2023-04-18 13:47:48+00:00,15,17,333,0.96875,0.9375,0.84375,0.78125,1.0,0.0,1.0,1.0,16.5,6.90625,9.59375,11.625477909940527,10.35483870967742,HIGH,1
271,1,0,0,0,0,1,42.0,0,0,0,1,1,0,TransportationWarehousing,WA,3,2022-10-19 17:16:47+00:00,2023-01-10 16:44:16+00:00,0,3,82,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,44.33843103936562,41.0,HIGH,1
277,1,0,0,0,0,1,50.0,0,0,0,1,1,0,TransportationWarehousing,CA,6,2022-09-06 22:19:55+00:00,2022-12-14 20:40:59+00:00,0,6,98,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,1.0,0.0,1.0,1.0,3.5,0.0,3.5,24.66921551968281,19.4,HIGH,1
281,1,0,0,0,0,0,60.0,0,0,0,1,1,0,TransportationWarehousing,CA,9,2021-11-09 19:08:19+00:00,2024-03-06 19:29:04+00:00,5,4,848,0.8888888888888888,0.7777777777777778,0.4444444444444444,0.2222222222222222,1.0,0.0,1.0,1.0,5.0,2.2222222222222223,2.7777777777777777,99.44614367978855,105.5,HIGH,1
283,1,0,0,0,0,1,80.0,0,0,0,1,1,0,TransportationWarehousing,TX,8,2022-08-30 12:35:17+00:00,2023-01-20 18:08:07+00:00,2,6,143,0.875,0.75,0.375,0.125,1.0,0.0,1.0,1.0,4.5,0.625,3.875,24.001911639762106,20.142857142857142,HIGH,1
292,1,0,0,0,0,1,65.0,0,0,0,1,0,1,TransportationWarehousing,SK,17,2021-12-07 17:45:26+00:00,2023-06-12 23:26:11+00:00,3,14,552,0.9411764705882353,0.8823529411764706,0.7058823529411765,0.5882352941176471,1.0,0.0,1.0,1.0,9.0,1.2352941176470589,7.764705882352941,35.23619371282923,34.25,HIGH,1
296,1,0,0,0,0,1,33.0,0,0,0,1,1,0,TransportationWarehousing,MN,5,2023-02-15 01:05:42+00:00,2023-03-02 20:57:53+00:00,2,3,15,0.8,0.6,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.8,2.2,13.20305862361937,3.75,HIGH,1
335,1,0,0,0,0,1,21.0,0,0,1,0,0,1,TransportationWarehousing,AB,4,2023-09-25 20:18:53+00:00,2023-12-04 15:57:54+00:00,1,3,69,0.75,0.5,0.0,0.0,1.0,0.0,1.0,1.0,2.5,1.0,1.5,29.753823279524212,22.666666666666668,HIGH,0
374,1,0,0,0,0,0,16.0,0,0,0,0,1,0,TransportationWarehousing,AL,1,2023-06-29 17:19:29+00:00,2023-06-29 17:19:29+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
474,1,0,0,0,0,1,18.0,0,0,0,0,1,0,TransportationWarehousing,AZ,2,2021-11-23 15:07:50+00:00,2023-11-10 16:51:07+00:00,0,2,717,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,0.0,1.5,384.00764655904845,717.0,HIGH,0
506,1,0,0,0,0,1,90.0,0,0,0,1,1,0,TransportationWarehousing,AZ,14,2020-05-29 15:00:40+00:00,2022-10-06 22:44:21+00:00,3,11,860,0.9285714285714286,0.8571428571428571,0.6428571428571429,0.5,1.0,0.0,1.0,1.0,7.5,1.6428571428571428,5.857142857142857,64.71537807986407,65.76923076923077,HIGH,0
546,1,0,0,0,0,0,5.0,0,0,0,0,0,1,TransportationWarehousing,BC,1,2020-04-16 20:38:42+00:00,2020-04-16 20:38:42+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,0
569,1,0,0,0,0,0,32.0,0,0,0,1,0,1,TransportationWarehousing,BC,3,2022-03-07 15:20:02+00:00,2023-02-24 15:12:59+00:00,1,2,353,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.6666666666666666,1.3333333333333333,134.67176437269896,176.5,HIGH,0
691,1,0,0,0,0,0,7.0,0,0,0,0,1,0,TransportationWarehousing,CA,1,2021-06-29 17:15:58+00:00,2021-06-29 17:15:58+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,0
716,1,0,0,0,0,0,10.0,0,0,0,0,1,0,TransportationWarehousing,CA,1,2024-01-12 23:15:21+00:00,2024-01-12 23:15:21+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,0
750,1,0,0,0,0,0,14.0,0,0,1,0,1,0,TransportationWarehousing,CA,1,2023-08-23 17:09:44+00:00,2023-08-23 17:09:44+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
764,1,0,0,0,0,1,19.0,0,0,0,0,1,0,TransportationWarehousing,CA,12,2020-11-05 17:54:17+00:00,2023-08-29 14:46:17+00:00,1,11,1026,0.9166666666666666,0.8333333333333334,0.5833333333333334,0.4166666666666667,1.0,0.0,1.0,1.0,6.5,1.0,5.5,89.41794109317475,92.9090909090909,HIGH,0
767,1,0,0,0,0,1,20.0,0,0,0,0,1,0,TransportationWarehousing,CA,6,2020-06-08 16:34:56+00:00,2021-10-14 02:29:49+00:00,0,6,492,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,1.0,0.0,1.0,1.0,3.5,0.0,3.5,90.33588218634948,98.2,HIGH,0
769,1,0,0,0,0,0,20.0,0,0,0,0,1,0,TransportationWarehousing,CA,1,2024-01-25 21:32:20+00:00,2024-01-25 21:32:20+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
776,1,0,0,0,0,1,22.0,0,0,1,0,1,0,TransportationWarehousing,CA,1,2020-09-02 15:04:20+00:00,2020-09-02 15:04:20+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,0
1011,1,0,0,0,0,0,6.0,0,0,0,0,1,0,TransportationWarehousing,FL,1,2022-02-08 14:07:52+00:00,2022-02-08 14:07:52+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,0
1099,1,0,0,0,0,1,4.0,0,0,0,0,1,0,TransportationWarehousing,GA,1,2020-12-02 15:25:30+00:00,2020-12-02 15:25:30+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
1103,1,0,0,0,0,0,4.0,0,0,1,0,1,0,TransportationWarehousing,GA,1,2021-09-07 15:44:23+00:00,2021-09-07 15:44:23+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,0
1133,1,0,0,0,0,0,12.0,0,0,0,0,1,0,TransportationWarehousing,GA,2,2022-03-29 20:31:40+00:00,2024-02-13 20:19:17+00:00,2,0,685,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,1.5,0.0,368.00764655904845,685.0,HIGH,0
1151,1,0,0,0,0,1,100.0,0,0,0,1,1,0,TransportationWarehousing,GA,1,2023-08-03 12:40:22+00:00,2023-08-03 12:40:22+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
1161,1,0,0,0,0,1,51.0,0,0,0,1,1,0,TransportationWarehousing,GA,3,2020-11-18 13:47:33+00:00,2023-03-01 16:05:28+00:00,0,3,833,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,294.671764372699,416.5,HIGH,0
1267,1,0,0,0,0,0,11.0,0,0,0,0,1,0,TransportationWarehousing,IL,1,2023-09-15 13:19:01+00:00,2023-09-15 13:19:01+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,0
1269,1,0,0,0,0,0,12.0,0,0,1,0,1,0,TransportationWarehousing,IL,2,2024-02-23 18:26:47+00:00,2024-02-23 20:48:03+00:00,0,2,0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,0.0,1.5,25.50764655904843,0.0,HIGH,0
1361,0,0,0,0,0,1,72.0,0,0,0,1,1,0,TransportationWarehousing,IN,14,2020-07-27 20:49:52+00:00,2023-07-05 20:25:24+00:00,2,12,1072,0.9285714285714286,0.8571428571428571,0.6428571428571429,0.5,1.0,0.0,1.0,1.0,7.5,1.5,6.0,79.92966379414977,82.15384615384616,HIGH,0
1369,0,0,0,0,0,1,10000.0,1,0,0,0,1,0,TransportationWarehousing,IN,13,2022-05-18 19:38:34+00:00,2023-06-07 21:08:50+00:00,2,11,385,0.9230769230769231,0.8461538461538461,0.6153846153846154,0.46153846153846156,1.0,0.0,1.0,1.0,7.0,1.2307692307692308,5.769230769230769,33.15502254754591,31.666666666666668,HIGH,0
1370,0,0,0,0,0,1,604.0,0,0,0,1,1,0,TransportationWarehousing,IN,4,2020-11-11 13:49:29+00:00,2023-11-21 14:54:17+00:00,1,3,1105,0.75,0.5,0.0,0.0,1.0,0.0,1.0,1.0,2.5,1.0,1.5,288.7538232795242,368.0,HIGH,0
1435,1,0,0,0,0,1,13.0,0,0,0,0,1,0,TransportationWarehousing,KY,1,2022-05-27 13:25:31+00:00,2022-05-27 13:25:31+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
1527,1,0,0,0,0,1,15.0,0,0,1,0,0,1,TransportationWarehousing,MB,8,2021-08-09 19:06:08+00:00,2023-11-07 22:04:07+00:00,2,6,820,0.875,0.75,0.375,0.125,1.0,0.0,1.0,1.0,4.5,1.875,2.625,108.75191163976211,117.0,HIGH,0
1528,1,0,0,0,0,0,15.0,0,0,0,0,0,1,TransportationWarehousing,MB,1,2021-05-28 13:01:42+00:00,2021-05-28 13:01:42+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,0
1531,1,0,0,0,0,1,40.0,0,0,0,1,0,1,TransportationWarehousing,MB,2,2021-03-12 13:36:46+00:00,2023-03-08 15:28:40+00:00,0,2,726,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,0.0,1.5,388.50764655904845,726.0,HIGH,0
1537,1,0,0,0,0,0,3.0,0,0,0,0,1,0,TransportationWarehousing,MD,1,2020-10-14 11:10:05+00:00,2020-10-14 11:10:05+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,0
1568,1,0,0,0,0,1,16.0,0,0,0,0,1,0,TransportationWarehousing,MD,42,2020-06-10 13:45:49+00:00,2024-02-23 17:21:25+00:00,36,6,1353,0.9761904761904762,0.9523809523809523,0.8809523809523809,0.8333333333333334,1.0,0.0,1.0,1.0,21.5,20.88095238095238,0.6190476190476191,33.262268883764214,32.829268292682926,HIGH,0
1639,1,0,0,0,0,0,16.0,0,0,0,0,1,0,TransportationWarehousing,MI,4,2020-06-18 12:02:07+00:00,2022-05-09 12:59:11+00:00,0,4,690,0.75,0.5,0.0,0.0,1.0,0.0,1.0,1.0,2.5,0.0,2.5,184.75382327952423,229.33333333333334,HIGH,0
1669,1,0,0,0,0,1,35.0,0,0,0,1,1,0,TransportationWarehousing,MI,3,2021-04-07 13:53:51+00:00,2023-03-15 16:32:23+00:00,1,2,707,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.6666666666666666,1.3333333333333333,252.33843103936564,353.0,HIGH,0
