id_number,org_size_1_99,org_size_100_499,org_size_500_999,org_size_1000_4999,org_size_greaterthan_5000,Has_Website,Number_of_Vehicles__c,Segment_E,SegmentE3,SegmentA1,SegmentA2,US_Country,CA_Country,Industry,billingstatecode,total_actions,first_action_date,last_action_date,click_count,reply_count,email_interaction_length_days,action_count_lag_1,action_count_lag_2,action_count_lag_5,action_count_lag_7,action_count_rolling_avg_7,rolling_std_7,rolling_median_7,weekly_interaction_rate,cumulative_action_count,cumulative_click_count,cumulative_reply_count,days_since_last_action,avg_time_between_interactions,D&B_Score,target_met
1716,1,0,0,0,0,1,20.0,0,0,0,0,1,0,TransportationWarehousing,MN,2,2020-11-23 14:33:41+00:00,2020-12-30 19:26:59+00:00,1,1,37,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,1.0,0.5,44.007646559048425,37.0,HIGH,0
1730,1,0,0,0,0,1,35.0,0,0,0,1,1,0,TransportationWarehousing,MN,3,2020-09-01 14:36:23+00:00,2022-02-11 05:21:03+00:00,1,2,527,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,192.33843103936564,263.0,HIGH,0
1741,1,0,0,0,0,0,3.0,0,0,0,0,1,0,TransportationWarehousing,MO,1,2020-11-24 17:33:22+00:00,2020-11-24 17:33:22+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
1778,0,0,0,0,0,1,50.0,0,0,0,1,1,0,TransportationWarehousing,MO,9,2020-07-13 19:18:56+00:00,2022-03-01 20:40:16+00:00,5,4,596,0.8888888888888888,0.7777777777777778,0.4444444444444444,0.2222222222222222,1.0,0.0,1.0,1.0,5.0,2.2222222222222223,2.7777777777777777,71.44614367978855,74.0,HIGH,0
1787,1,0,0,0,0,0,4.0,0,0,0,0,1,0,TransportationWarehousing,MS,3,2024-01-10 22:40:04+00:00,2024-01-11 15:48:35+00:00,1,2,0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,17.005097706032284,0.0,HIGH,0
1880,1,0,0,0,0,1,35.0,0,0,0,1,1,0,TransportationWarehousing,NC,3,2020-08-20 13:47:46+00:00,2024-02-19 23:48:15+00:00,0,3,1278,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,442.671764372699,638.5,HIGH,0
1917,1,0,0,0,0,1,13.0,0,0,1,0,1,0,TransportationWarehousing,NE,3,2023-08-04 14:14:54+00:00,2024-03-06 16:23:17+00:00,0,3,215,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,88.33843103936562,107.0,HIGH,0
1979,1,0,0,0,0,0,13.0,0,0,0,0,1,0,TransportationWarehousing,NJ,1,2023-02-01 17:53:12+00:00,2023-02-01 17:53:12+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
1989,1,0,0,0,0,0,25.0,0,0,0,0,1,0,TransportationWarehousing,NJ,17,2023-05-17 18:04:41+00:00,2024-01-29 20:14:27+00:00,14,3,257,0.9411764705882353,0.8823529411764706,0.7058823529411765,0.5882352941176471,1.0,0.0,1.0,1.0,9.0,8.176470588235293,0.8235294117647058,17.824429006946872,15.75,HIGH,0
2042,1,0,0,0,0,0,18.0,0,0,0,0,1,0,TransportationWarehousing,NV,7,2023-04-07 15:10:18+00:00,2023-12-20 19:25:41+00:00,1,6,257,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,1.0,0.0,1.0,1.0,4.0,0.7142857142857143,3.2857142857142856,43.85932758829955,42.666666666666664,HIGH,0
2109,1,0,0,0,0,0,15.0,0,0,1,0,1,0,TransportationWarehousing,NY,2,2021-07-08 16:46:25+00:00,2021-10-11 16:34:56+00:00,0,2,94,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,0.0,1.5,72.50764655904842,94.0,HIGH,0
2132,1,0,0,0,0,1,1.0,0,0,0,0,1,0,TransportationWarehousing,NY,1,2020-06-08 11:02:37+00:00,2020-06-08 11:02:37+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
2139,1,0,0,0,0,1,35.0,0,0,0,1,1,0,TransportationWarehousing,NY,5,2021-03-05 18:34:33+00:00,2021-09-21 22:26:47+00:00,5,0,200,0.8,0.6,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,49.80305862361937,49.5,HIGH,0
2188,1,0,0,0,0,0,12.0,0,0,1,0,1,0,TransportationWarehousing,OH,3,2024-01-24 21:20:10+00:00,2024-01-30 23:52:36+00:00,0,3,6,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,19.005097706032284,3.0,HIGH,0
2193,1,0,0,0,0,1,16.0,0,0,1,0,1,0,TransportationWarehousing,OH,1,2021-07-06 19:34:59+00:00,2021-07-06 19:34:59+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
2322,1,0,0,0,0,0,11.0,0,0,1,0,0,1,TransportationWarehousing,ON,14,2023-03-17 16:31:43+00:00,2024-01-22 19:54:49+00:00,4,10,311,0.9285714285714286,0.8571428571428571,0.6428571428571429,0.5,1.0,0.0,1.0,1.0,7.5,2.357142857142857,5.142857142857143,25.64394950843549,23.692307692307693,HIGH,0
2374,1,0,0,0,0,1,20.0,0,0,0,0,1,0,TransportationWarehousing,OR,4,2020-08-26 12:05:02+00:00,2021-08-11 17:30:18+00:00,0,4,350,0.75,0.5,0.0,0.0,1.0,0.0,1.0,1.0,2.5,0.0,2.5,100.25382327952421,116.66666666666667,HIGH,0
2426,1,0,0,0,0,0,10.0,0,0,0,0,1,0,TransportationWarehousing,PA,1,2020-05-20 12:57:53+00:00,2020-05-20 12:57:53+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
2432,1,0,0,0,0,0,13.0,0,0,1,0,1,0,TransportationWarehousing,PA,1,2023-12-19 19:59:45+00:00,2023-12-19 19:59:45+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,0
2456,0,0,0,0,0,1,50.0,0,0,0,1,1,0,TransportationWarehousing,PA,3,2020-09-16 16:04:12+00:00,2023-03-28 14:05:24+00:00,0,3,922,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,324.3384310393656,461.0,HIGH,0
2464,1,0,0,0,0,1,185.0,0,1,0,0,1,0,TransportationWarehousing,PA,15,2020-06-09 17:19:15+00:00,2024-01-03 21:02:20+00:00,3,12,1303,0.9333333333333333,0.8666666666666667,0.6666666666666666,0.5333333333333333,1.0,0.0,1.0,1.0,8.0,1.1333333333333333,6.866666666666666,89.80101954120646,92.57142857142857,HIGH,0
2466,0,0,0,0,0,1,600.0,1,0,0,0,1,0,TransportationWarehousing,PA,1,2021-06-01 20:00:59+00:00,2021-06-01 20:00:59+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
2470,1,0,0,0,0,1,10.0,0,0,0,0,0,1,TransportationWarehousing,QC,2,2020-07-13 15:29:32+00:00,2023-10-17 12:19:47+00:00,0,2,1190,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,0.0,1.5,620.5076465590485,1190.0,HIGH,0
2543,0,0,0,0,0,1,2.0,0,0,0,0,0,1,TransportationWarehousing,SK,1,2020-09-25 17:47:09+00:00,2020-09-25 17:47:09+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,LOW,0
2549,1,0,0,0,0,1,2.0,0,0,0,0,1,0,TransportationWarehousing,TN,1,2020-05-14 16:49:21+00:00,2020-05-14 16:49:21+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
2673,1,0,0,0,0,1,6.0,0,0,0,0,1,0,TransportationWarehousing,TX,1,2021-07-16 18:43:13+00:00,2021-07-16 18:43:13+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
2680,1,0,0,0,0,0,6.0,0,0,0,0,1,0,TransportationWarehousing,TX,2,2021-02-26 17:59:45+00:00,2021-03-02 13:53:12+00:00,1,1,3,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,1.0,0.5,27.00764655904843,3.0,HIGH,0
2730,1,0,0,0,0,0,17.0,0,0,0,0,1,0,TransportationWarehousing,TX,1,2023-11-14 15:45:18+00:00,2023-11-14 15:45:18+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
2745,1,0,0,0,0,0,24.0,0,0,1,0,1,0,TransportationWarehousing,TX,60,2020-08-06 17:46:09+00:00,2023-09-25 13:09:12+00:00,60,0,1144,0.9833333333333333,0.9666666666666667,0.9166666666666666,0.8833333333333333,1.0,0.0,1.0,1.0,30.5,30.5,0.0,19.833588218634947,19.305084745762713,HIGH,0
2772,0,0,0,0,0,1,60.0,0,1,0,0,1,0,TransportationWarehousing,TX,8,2020-12-02 15:47:25+00:00,2023-01-23 15:41:17+00:00,2,6,781,0.875,0.75,0.375,0.125,1.0,0.0,1.0,1.0,4.5,0.875,3.625,103.87691163976211,111.42857142857143,HIGH,0
2785,1,0,0,0,0,1,1.0,0,0,0,0,1,0,TransportationWarehousing,TX,1,2021-06-11 18:10:25+00:00,2021-06-11 18:10:25+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
2822,0,0,0,0,0,1,76.0,0,0,0,1,1,0,TransportationWarehousing,UT,9,2020-08-10 14:05:47+00:00,2023-05-15 21:41:44+00:00,0,9,1008,0.8888888888888888,0.7777777777777778,0.4444444444444444,0.2222222222222222,1.0,0.0,1.0,1.0,5.0,0.0,5.0,117.55725479089966,125.875,HIGH,0
2991,1,0,0,0,0,1,16.0,0,0,0,0,1,0,TransportationWarehousing,WI,1,2021-03-08 14:09:24+00:00,2021-03-08 14:09:24+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,0
100,1,0,0,0,0,1,30.0,0,0,0,0,1,0,RetailTrade,MD,2,2022-08-01 15:44:30+00:00,2023-09-05 13:05:40+00:00,1,1,399,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,1.0,0.5,225.00764655904842,399.0,HIGH,1
106,1,0,0,0,0,1,32.0,0,0,0,1,1,0,RetailTrade,PA,4,2021-02-10 22:35:16+00:00,2023-07-06 12:50:16+00:00,0,4,875,0.75,0.5,0.0,0.0,1.0,0.0,1.0,1.0,2.5,0.0,2.5,231.25382327952423,291.3333333333333,HIGH,1
117,1,0,0,0,0,1,50.0,0,0,0,1,1,0,RetailTrade,MN,7,2023-12-05 17:17:02+00:00,2024-02-02 19:38:07+00:00,3,4,59,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,1.0,0.0,1.0,1.0,4.0,2.2857142857142856,1.7142857142857142,15.287899016870979,9.333333333333334,HIGH,1
235,1,0,0,0,0,1,14.0,0,0,1,0,1,0,RetailTrade,VA,26,2021-04-01 12:44:18+00:00,2024-01-25 18:40:30+00:00,5,21,1029,0.9615384615384616,0.9230769230769231,0.8076923076923077,0.7307692307692307,1.0,0.0,1.0,1.0,13.5,3.1153846153846154,10.384615384615385,41.192895889157576,40.8,HIGH,1
288,1,0,0,0,0,1,200.0,0,1,0,0,1,0,RetailTrade,ID,35,2021-08-20 14:51:55+00:00,2024-02-28 18:38:04+00:00,13,22,922,0.9714285714285714,0.9428571428571428,0.8571428571428571,0.8,1.0,0.0,1.0,1.0,18.0,9.914285714285715,8.085714285714285,27.543294089088484,26.852941176470587,HIGH,1
355,0,0,0,0,0,1,156.0,0,0,0,1,1,0,RetailTrade,AK,79,2020-09-11 16:41:06+00:00,2024-01-26 19:43:08+00:00,73,6,1232,0.9873417721518988,0.9746835443037974,0.9367088607594937,0.9113924050632911,1.0,0.0,1.0,1.0,40.0,36.936708860759495,3.0632911392405062,16.152092317950594,15.705128205128204,HIGH,0
407,1,0,0,0,0,1,20.0,0,0,0,0,1,0,RetailTrade,AR,1,2023-06-29 16:07:39+00:00,2023-06-29 16:07:39+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,0
492,0,0,0,0,1,1,31.0,0,0,0,1,1,0,RetailTrade,AZ,2,2020-07-06 14:39:36+00:00,2020-07-06 21:31:20+00:00,0,2,0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,0.0,1.5,25.50764655904843,0.0,HIGH,0
497,1,0,0,0,0,1,40.0,0,0,0,1,1,0,RetailTrade,AZ,3,2021-12-06 22:30:35+00:00,2023-08-28 15:52:25+00:00,0,3,629,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,226.33843103936564,314.0,HIGH,0
934,1,0,0,0,0,0,20.0,0,0,0,0,1,0,RetailTrade,CT,1,2022-03-16 13:41:55+00:00,2022-03-16 13:41:55+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,0
1348,1,0,0,0,0,1,21.0,0,0,0,0,1,0,RetailTrade,IN,1,2021-01-27 17:52:20+00:00,2021-01-27 17:52:20+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
1465,1,0,0,0,0,0,8.0,0,0,0,0,1,0,RetailTrade,LA,2,2020-08-19 12:03:30+00:00,2020-08-19 12:32:07+00:00,0,2,0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,0.0,1.5,25.50764655904843,0.0,HIGH,0
1671,0,0,0,1,0,1,2400.0,1,0,0,0,1,0,RetailTrade,MI,6,2020-12-09 15:15:34+00:00,2023-07-12 20:35:09+00:00,2,4,945,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,1.0,0.0,1.0,1.0,3.5,1.1666666666666667,2.3333333333333335,165.8358821863495,188.8,HIGH,0
1861,0,0,0,0,0,1,17.0,0,0,0,0,1,0,RetailTrade,NC,3,2021-03-05 13:05:31+00:00,2021-06-09 21:04:07+00:00,1,2,96,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.6666666666666666,1.3333333333333333,49.00509770603228,48.0,HIGH,0
1905,1,0,0,0,0,0,0.0,0,0,0,0,1,0,RetailTrade,NE,1,2023-10-31 13:21:26+00:00,2023-10-31 13:21:26+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
1991,1,0,0,0,0,1,30.0,0,0,0,0,1,0,RetailTrade,NJ,1,2020-07-09 15:56:14+00:00,2020-07-09 15:56:14+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
2019,0,0,0,0,0,0,23.0,0,0,0,0,1,0,RetailTrade,NM,2,2021-07-19 11:16:37+00:00,2022-10-13 14:57:00+00:00,0,2,451,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,0.0,1.5,251.00764655904842,451.0,HIGH,0
2380,1,0,0,0,0,1,60.0,0,0,0,1,1,0,RetailTrade,OR,3,2022-05-05 22:10:27+00:00,2022-10-05 17:56:50+00:00,1,2,152,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,67.67176437269895,76.0,HIGH,0
2457,1,0,0,0,0,1,50.0,0,0,0,1,1,0,RetailTrade,PA,1,2021-05-11 14:57:35+00:00,2021-05-11 14:57:35+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
2600,1,0,0,0,0,1,33.0,0,0,0,1,1,0,RetailTrade,TN,1,2022-03-25 13:34:05+00:00,2022-03-25 13:34:05+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
2721,1,0,0,0,0,1,14.0,0,0,0,0,1,0,RetailTrade,TX,1,2020-10-26 16:11:25+00:00,2020-10-26 16:11:25+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
2868,1,0,0,0,0,1,28.0,0,0,1,0,1,0,RetailTrade,VA,18,2020-12-08 12:39:55+00:00,2023-02-09 16:41:12+00:00,5,13,793,0.9444444444444444,0.8888888888888888,0.7222222222222222,0.6111111111111112,1.0,0.0,1.0,1.0,9.5,2.7777777777777777,6.722222222222222,46.61196072878316,46.35294117647059,HIGH,0
2893,0,0,0,0,0,1,30.0,1,0,0,0,1,0,RetailTrade,VT,1,2021-12-09 14:03:13+00:00,2021-12-09 14:03:13+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,0
20,1,0,0,0,0,0,5.0,0,0,0,0,1,0,PassengerTransit,NJ,1,2024-02-12 18:31:08+00:00,2024-02-12 18:31:08+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,1
101,1,0,0,0,0,1,30.0,1,0,0,0,1,0,PassengerTransit,OR,6,2023-02-28 19:03:58+00:00,2023-04-07 19:08:20+00:00,0,6,38,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,1.0,0.0,1.0,1.0,3.5,0.0,3.5,14.502548853016142,7.2,HIGH,1
158,0,0,0,0,1,1,125.0,0,1,0,0,1,0,PassengerTransit,MN,26,2022-05-18 15:14:57+00:00,2023-10-19 14:50:21+00:00,5,21,518,0.9615384615384616,0.9230769230769231,0.8076923076923077,0.7307692307692307,1.0,0.0,1.0,1.0,13.5,3.6538461538461537,9.846153846153847,21.462126658388343,20.28,HIGH,1
233,1,0,0,0,0,0,14.0,0,0,1,0,1,0,PassengerTransit,CO,34,2022-12-07 17:35:34+00:00,2024-01-16 17:08:50+00:00,19,15,404,0.9705882352941176,0.9411764705882353,0.8529411764705882,0.7941176470588235,1.0,0.0,1.0,1.0,17.5,9.235294117647058,8.264705882352942,13.029861562296967,11.878787878787879,HIGH,1
248,1,0,0,0,0,1,16.0,0,0,1,0,1,0,PassengerTransit,WY,9,2021-04-13 19:57:18+00:00,2023-08-16 16:32:54+00:00,2,7,854,0.8888888888888888,0.7777777777777778,0.4444444444444444,0.2222222222222222,1.0,0.0,1.0,1.0,5.0,1.8888888888888888,3.111111111111111,100.33503256867743,106.5,HIGH,1
349,1,0,0,0,0,0,22125733039712.0,0,0,0,0,1,0,PassengerTransit,AK,1,2020-08-07 17:07:12+00:00,2020-08-07 17:07:12+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
2016,1,0,0,0,0,1,17.0,0,0,0,0,1,0,PassengerTransit,NM,7,2020-09-24 15:13:58+00:00,2023-09-21 16:08:38+00:00,3,4,1092,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,1.0,0.0,1.0,1.0,4.0,1.2857142857142858,2.7142857142857144,163.0021847311567,181.66666666666666,HIGH,0
2137,1,0,0,0,0,1,85.0,0,0,0,1,1,0,PassengerTransit,NY,2,2020-09-02 22:38:38+00:00,2022-04-06 13:12:27+00:00,1,1,580,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,1.0,0.5,315.50764655904845,580.0,HIGH,0
5,1,0,0,0,0,0,3.0,0,0,0,0,1,0,MQOG,TX,1,2021-10-12 18:27:39+00:00,2021-10-12 18:27:39+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,1
215,1,0,0,0,0,1,10.0,0,0,0,0,0,1,MQOG,ON,11,2020-06-04 20:53:14+00:00,2021-11-01 12:16:37+00:00,3,8,514,0.9090909090909091,0.8181818181818182,0.5454545454545454,0.36363636363636365,1.0,0.0,1.0,1.0,6.0,2.3636363636363638,3.6363636363636362,51.00139028346336,51.0,HIGH,1
261,1,0,0,0,0,0,25.0,0,0,1,0,1,0,MQOG,MA,1,2023-07-13 13:28:14+00:00,2023-07-13 13:28:14+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,1
299,1,0,0,0,0,1,35.0,0,0,0,1,1,0,MQOG,CA,10,2023-06-12 22:35:33+00:00,2023-10-28 02:19:53+00:00,1,9,137,0.9,0.8,0.5,0.3,1.0,0.0,1.0,1.0,5.5,0.4,5.1,18.401529311809686,14.777777777777779,HIGH,1
306,1,0,0,0,0,1,63.0,0,0,0,1,1,0,MQOG,TX,18,2023-01-12 22:54:30+00:00,2023-11-29 21:28:06+00:00,9,9,320,0.9444444444444444,0.8888888888888888,0.7222222222222222,0.6111111111111112,1.0,0.0,1.0,1.0,9.5,4.444444444444445,5.055555555555555,20.445294062116492,18.647058823529413,HIGH,1
333,0,0,0,0,0,1,21.0,0,0,1,0,0,1,MQOG,AB,3,2021-06-15 21:54:46+00:00,2023-08-18 13:17:59+00:00,0,3,793,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,281.0050977060323,396.0,HIGH,0
1233,0,0,0,0,0,1,5.0,0,0,0,0,1,0,MQOG,IL,1,2020-05-14 16:42:18+00:00,2020-05-14 16:42:18+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,0
1434,1,0,0,0,0,0,12.0,0,0,0,1,1,0,MQOG,KY,2,2021-03-09 15:22:07+00:00,2021-03-17 14:48:53+00:00,2,0,7,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,1.5,0.0,29.00764655904843,7.0,HIGH,0
2104,1,0,0,0,0,0,11.0,0,0,0,0,1,0,MQOG,NY,3,2022-11-25 15:55:30+00:00,2022-11-28 20:53:33+00:00,0,3,3,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,18.005097706032284,1.5,HIGH,0
2749,0,0,0,0,0,1,26.0,0,0,0,0,1,0,MQOG,TX,5,2020-06-15 14:43:57+00:00,2023-12-19 17:53:20+00:00,3,2,1282,0.8,0.6,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.6,1.4,266.40305862361936,320.25,HIGH,0
2770,0,0,0,0,0,1,50.0,0,0,0,1,1,0,MQOG,TX,1,2022-07-22 14:57:35+00:00,2022-07-22 14:57:35+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,0
2792,1,0,0,0,0,1,55.0,0,0,0,1,1,0,MQOG,TX,9,2022-01-14 12:44:44+00:00,2024-02-28 17:09:17+00:00,0,9,775,0.8888888888888888,0.7777777777777778,0.4444444444444444,0.2222222222222222,1.0,0.0,1.0,1.0,5.0,0.0,5.0,91.55725479089966,96.625,HIGH,0
83,1,0,0,0,0,0,20.0,0,0,0,0,1,0,Manufacturing,CA,1,2021-12-10 18:07:37+00:00,2021-12-10 18:07:37+00:00,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,51.01529311809686,123.51027774946985,HIGH,1
104,1,0,0,0,0,1,31.0,0,0,0,1,1,0,Manufacturing,TX,4,2022-07-20 23:36:54+00:00,2024-03-05 20:37:38+00:00,2,2,593,0.75,0.5,0.0,0.0,1.0,0.0,1.0,1.0,2.5,0.75,1.75,161.00382327952423,197.66666666666666,HIGH,1
113,0,0,0,0,0,1,40.0,0,0,0,1,1,0,Manufacturing,KY,8,2021-01-27 20:37:08+00:00,2023-10-06 17:52:58+00:00,0,8,981,0.875,0.75,0.375,0.125,1.0,0.0,1.0,1.0,4.5,0.0,4.5,128.7519116397621,139.85714285714286,HIGH,1
116,0,0,0,0,0,1,44.0,0,0,0,1,1,0,Manufacturing,CA,2,2023-06-14 15:55:00+00:00,2024-01-23 15:13:24+00:00,0,2,222,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,0.0,1.5,136.50764655904842,222.0,HIGH,1
125,0,0,0,0,0,1,50.0,0,0,0,1,1,0,Manufacturing,TN,20,2023-04-28 18:32:52+00:00,2023-11-29 15:59:13+00:00,4,16,214,0.95,0.9,0.75,0.65,1.0,0.0,1.0,1.0,10.5,3.6,6.9,12.850764655904843,10.842105263157896,HIGH,1
159,0,0,0,1,0,1,500.0,0,1,0,0,1,0,Manufacturing,TX,6,2020-04-30 18:46:54+00:00,2023-06-07 16:55:21+00:00,1,5,1132,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,1.0,0.0,1.0,1.0,3.5,0.6666666666666666,2.8333333333333335,196.8358821863495,226.0,HIGH,1
177,1,0,0,0,0,1,90.0,0,0,0,1,1,0,Manufacturing,NJ,1,2023-08-29 14:06:21+00:00,2023-08-29 14:06:21+00:00,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,51.01529311809686,123.51027774946985,HIGH,1
180,0,0,0,0,0,1,180.0,0,1,0,0,1,0,Manufacturing,AL,2,2021-02-16 16:46:54+00:00,2023-08-01 19:11:09+00:00,0,2,896,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,0.0,1.5,473.50764655904845,896.0,HIGH,1
213,0,0,0,0,0,1,10.0,0,0,0,1,1,0,Manufacturing,IL,7,2022-04-05 21:30:51+00:00,2023-11-17 15:06:39+00:00,0,7,590,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,1.0,0.0,1.0,1.0,4.0,0.0,4.0,91.28789901687098,98.0,HIGH,1
285,0,0,0,0,0,1,100.0,0,1,0,0,1,0,Manufacturing,IL,37,2022-07-12 19:06:26+00:00,2024-02-28 19:03:08+00:00,11,26,595,0.972972972972973,0.9459459459459459,0.8648648648648649,0.8108108108108109,1.0,0.0,1.0,1.0,19.0,5.135135135135135,13.864864864864865,17.243656570759377,16.305555555555557,HIGH,1
286,1,0,0,0,0,1,100.0,0,0,0,1,1,0,Manufacturing,MD,5,2023-03-24 18:14:28+00:00,2023-10-19 14:05:56+00:00,1,4,208,0.8,0.6,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.6,2.4,51.60305862361937,51.75,HIGH,1
